Gene,logFC,Fold,logCPM,LR,PValue,FDR
AT5G16620,0.11344386,1.081807541,5.535993645,2.789494703,0.094884142,0.265337816
AT1G22800,0.11346185,1.081821031,4.766056993,1.320762794,0.250455199,0.48576366
AT5G66860,0.113537408,1.081877691,5.713380858,1.970053387,0.160442195,0.369819075
AT3G56590,0.113538581,1.081878571,6.461525203,2.093631666,0.147914087,0.352762722
AT1G36310,0.113588294,1.081915851,5.188650952,1.522799496,0.217196337,0.446439308
AT4G35040,0.113597115,1.081922466,6.238785857,1.478603391,0.223993163,0.454159187
AT4G13980,0.113617833,1.081938003,4.706539355,1.428212841,0.232056325,0.463140638
AT1G03180,0.113647492,1.081960246,3.08195492,0.513120417,0.473791162,0.701139447
AT1G09600,0.113657117,1.081967464,2.035555507,0.305472216,0.580471997,0.778057977
AT5G08080,0.113724601,1.082018076,5.929151059,1.721039201,0.189559332,0.410350609
AT3G57920,0.11374935,1.082036638,2.248995492,0.236013798,0.627100101,0.807930746
AT1G70920,0.1137619,1.082046051,2.040776616,0.215211287,0.642713156,0.818087754
AT4G39570,0.113767818,1.082050489,3.206108555,0.667336517,0.413981762,0.650895901
AT1G16170,0.113825237,1.082093555,4.609416735,1.572259603,0.209879168,0.43764738
AT5G58720,0.113852367,1.082113905,6.459803572,1.825075536,0.176710308,0.392008428
AT4G19865,0.113880726,1.082135176,2.233422064,0.301334351,0.583047109,0.779421427
AT1G20920,0.113889762,1.082141954,6.378715687,2.809571787,0.093703385,0.263074093
AT1G23290,0.113915646,1.082161369,8.089614587,1.807734556,0.17878023,0.394904225
AT5G53090,0.114026266,1.082244348,4.219939128,1.047345914,0.30611914,0.545508123
AT1G52730,0.114039403,1.082254202,5.423158776,2.4295626,0.119066117,0.307650244
AT2G19730,0.114050212,1.082262311,8.862364979,2.607356239,0.106368959,0.286071174
AT2G03510,0.114092285,1.082293873,5.94353572,2.783075276,0.095265085,0.265891895
AT2G28780,0.114109825,1.082307032,8.336136072,1.209010608,0.271528157,0.50916618
AT5G48740,0.114148449,1.082336008,2.314178421,0.277702518,0.598211037,0.789253644
AT5G02010,0.114208616,1.082381147,4.032713406,0.864194966,0.352567417,0.593654114
AT3G44670,0.114274187,1.082430343,5.562017525,1.142446317,0.285136001,0.522540445
AT1G29070,0.11428729,1.082440174,4.216386412,0.90218261,0.342197147,0.58278988
AT2G46830,0.114304442,1.082453043,8.089331709,1.062552813,0.302633669,0.541708853
AT1G61280,0.114310292,1.082457433,1.133874537,0.127173422,0.721380925,0.86341358
AT5G20290,0.114364682,1.082498242,10.08565288,3.541648547,0.059845953,0.194611181
AT2G19170,0.114400427,1.082525063,4.966113567,1.347253673,0.245758808,0.481164155
AT3G15660,0.11440978,1.082532081,5.720290248,2.808636111,0.093758056,0.263116845
AT3G09830,0.114441569,1.082555934,4.707525272,1.292814675,0.255529889,0.491273335
AT1G78040,0.114566241,1.082649489,8.686574252,2.841804056,0.091841048,0.259887308
AT1G13610,0.114676211,1.082732017,3.073174499,0.489519638,0.484141661,0.710102824
AT2G44270,0.1146913,1.082743341,4.814088106,1.957229581,0.16180992,0.371815377
AT1G29470,0.114705707,1.082754154,8.203695813,2.554512781,0.109979714,0.292558028
AT1G14900,0.114705944,1.082754331,6.254797844,2.08395504,0.148854052,0.353574752
AT4G38100,0.114712653,1.082759367,4.358208681,1.444672846,0.229384667,0.460425872
AT3G08740,0.114743745,1.082782702,3.707964612,0.588880589,0.442852315,0.675484796
AT1G49032,0.114751859,1.082788792,4.210416275,0.483489989,0.486845734,0.71239813
AT3G17020,0.11479503,1.082821193,7.159298188,2.876438465,0.089884626,0.256140863
AT4G02450,0.114806638,1.082829906,7.249887683,1.835263227,0.175507142,0.390539543
AT3G51360,0.1148361,1.082852019,3.912660805,0.726347785,0.394069581,0.632559594
AT4G01595,0.114836115,1.08285203,4.493152479,0.980687538,0.322029123,0.562489902
AT2G24050,0.114869436,1.082877041,5.622354588,1.408802828,0.235255232,0.467549878
AT2G29340,0.114878288,1.082883685,2.009864074,0.186084003,0.666196051,0.83251626
AT1G49040,0.114891027,1.082893247,6.73511937,3.787652589,0.051632011,0.175773655
AT5G42450,0.114916689,1.082912509,1.216441041,0.169542714,0.680518533,0.84076776
AT2G16530,0.11500298,1.082977282,5.487759726,1.487264738,0.222641337,0.452886606
AT4G33180,0.115020568,1.082990486,3.950690085,0.905363684,0.34134757,0.582254686
AT5G45750,0.115032699,1.082999592,5.344888622,2.105159207,0.146803063,0.351162192
AT2G02780,0.115051522,1.083013721,4.821291307,1.628302417,0.201938009,0.427574546
AT1G21750,0.115095529,1.083046758,8.541924236,1.559537384,0.211732969,0.439771684
AT2G40020,0.115104761,1.083053688,1.070774497,0.158093188,0.690918174,0.846790645
AT2G47930,0.115194754,1.08312125,4.134919754,0.872915498,0.350149438,0.591083003
AT4G10925,0.115205879,1.083129602,4.054673565,0.872023828,0.350395636,0.591340654
AT5G44820,0.115225193,1.083144103,3.341798286,0.372581925,0.541600251,0.751846237
AT2G35450,0.115248038,1.083161254,3.321702747,0.634618213,0.425666366,0.660265777
AT2G24040,0.11538915,1.083267205,3.17579706,0.277084594,0.598618475,0.789374864
AT2G26430,0.115445863,1.083309789,5.699680753,2.253274583,0.133331992,0.329408862
AT1G19600,0.115446742,1.083310449,6.640764253,1.686026468,0.194125597,0.416294337
AT5G15610,0.11551007,1.083358003,6.420622898,3.879923531,0.048866783,0.169189695
AT5G18360,0.115549136,1.083387339,3.569257613,0.39831376,0.527961389,0.742224328
AT5G51540,0.115549692,1.083387757,3.597593232,1.04139345,0.307497614,0.54649083
AT1G53270,0.115575166,1.083406886,3.31820476,0.467969939,0.493922577,0.717819798
AT3G07680,0.115604422,1.083428857,6.478076458,2.457570341,0.116959573,0.304261738
AT3G22680,0.115609276,1.083432502,4.045321775,0.766104057,0.381424998,0.621535467
AT4G31020,0.115645664,1.083459829,2.596417246,0.43937181,0.507425812,0.727928698
AT5G65670,0.11564643,1.083460404,8.68761049,3.780549702,0.051851623,0.176232114
AT3G26780,0.115650968,1.083463812,6.309869934,1.844623963,0.174409956,0.388890478
AT2G35030,0.115655237,1.083467019,2.557514509,0.335240304,0.562589579,0.766460797
AT2G04550,0.115673895,1.08348103,4.621844152,1.4812327,0.223581755,0.453663716
AT2G06040,0.115698982,1.083499871,4.039467395,0.801486509,0.370649299,0.61175031
AT3G45430,0.115737465,1.083528773,2.573710378,0.41355982,0.520168189,0.737328644
AT5G08620,0.115751759,1.083539509,6.101782429,2.257010052,0.133010648,0.329146667
AT1G73690,0.115799629,1.083575462,2.496853781,0.281307565,0.59584547,0.787846683
AT3G17668,0.115803287,1.083578209,2.127367694,0.24755003,0.618805484,0.802926496
AT1G16790,0.115853353,1.083615814,2.546247145,0.512881929,0.473893945,0.701187847
AT4G19180,0.115872002,1.083629822,5.0816496,1.550417574,0.213073806,0.441319914
AT3G48190,0.11588858,1.083642274,6.245701074,2.261696842,0.13260869,0.328598947
AT3G20620,0.116012995,1.083735728,3.726662631,0.841518889,0.358962729,0.600374338
AT1G13870,0.116110378,1.083808884,3.856959429,1.188374949,0.275657594,0.512586858
AT3G15380,0.116125519,1.083820258,5.077712928,2.159577546,0.141683639,0.343099344
AT4G14120,0.116151066,1.083839451,1.895807349,0.297496986,0.585455857,0.780897199
AT2G44610,0.116171677,1.083854935,6.785444091,3.860842179,0.049425513,0.170629387
AT4G02790,0.116176862,1.083858831,3.050070518,0.535052592,0.464490356,0.693328455
AT4G34200,0.116192718,1.083870743,8.802422154,2.742735449,0.097697398,0.270679818
AT4G00740,0.116241921,1.083907709,6.71155177,2.280484245,0.131010963,0.326174595
AT1G69526,0.116298874,1.083950499,2.70820391,0.445268324,0.504590559,0.725369317
AT3G55560,0.116306603,1.083956306,4.873300699,1.286440228,0.256705009,0.492748547
AT5G24060,0.116330269,1.083974087,3.861636831,1.143152171,0.284987242,0.522450942
AT5G67440,0.116336338,1.083978647,4.8987568,1.783573575,0.181711124,0.39969257
AT4G14300,0.116350963,1.083989636,6.160675247,3.086447537,0.078946989,0.235830463
AT5G14140,0.11638582,1.084015826,3.198382433,0.624826198,0.429259474,0.66313476
AT3G10010,0.116403929,1.084029433,3.699599255,0.906029056,0.341170227,0.582184181
AT2G45710,0.116429803,1.084048875,4.477479024,0.841303085,0.359024354,0.600374338
AT1G16920,0.116460465,1.084071915,6.151936248,2.212673858,0.136881241,0.335832386
AT3G21060,0.11647345,1.084081672,3.90036066,0.796656149,0.37209501,0.613172377
AT5G16890,0.116546173,1.084136319,4.259453861,1.519959009,0.217625697,0.446764878
AT5G06250,0.116572517,1.084156117,0.928656441,0.118186243,0.731010042,0.869449677
AT3G01160,0.116575061,1.084158028,5.485993452,2.35073059,0.125224307,0.317334283
AT1G22660,0.116633803,1.084202172,4.053393884,0.983770816,0.321269622,0.561800741
AT4G04890,0.116659818,1.084221723,3.426036507,0.336749047,0.561711771,0.765758439
AT2G29650,0.116690003,1.084244409,3.891809256,0.800048791,0.371078782,0.61217821
AT3G19515,0.116792997,1.084321815,5.778246379,3.661448561,0.055685199,0.185649254
AT5G05980,0.116800258,1.084327273,6.270849162,3.29505152,0.069488928,0.215665699
AT4G36710,0.116820721,1.084342652,4.009524407,0.800963293,0.370805517,0.611833704
AT4G21150,0.116834102,1.08435271,7.895020577,2.000721861,0.157224315,0.365559776
AT4G02715,0.11684805,1.084363194,5.289084536,2.081914507,0.149053125,0.353887321
AT2G17250,0.116854707,1.084368197,5.577411411,2.086935848,0.148563786,0.353212841
AT2G03810,0.116917661,1.084415516,5.220426705,2.140766293,0.143430231,0.346160539
AT2G37410,0.116921474,1.084418382,7.079657595,2.581697884,0.108105647,0.289342011
AT1G34355,0.116980574,1.084462806,4.514781682,1.589328379,0.207422116,0.434243267
AT5G47040,0.117034918,1.084503657,6.736594598,2.396452885,0.121610719,0.311251274
AT1G75030,0.117047683,1.084513253,3.120229148,0.257814394,0.611625687,0.798008427
AT2G02150,0.117087424,1.084543127,2.799234009,0.415241305,0.519321143,0.736684727
AT1G06010,0.117131559,1.084576307,3.771230276,0.695711317,0.404228517,0.642170444
AT3G44160,0.11714537,1.084586689,3.577241295,0.854231577,0.355357995,0.596746177
AT5G13460,0.117179006,1.084611977,4.899552332,1.617244653,0.20347641,0.429218376
AT2G25670,0.117217699,1.084641066,6.803554692,4.486272397,0.034168103,0.131317856
AT1G64790,0.117225897,1.08464723,8.379092008,2.534879949,0.111355356,0.295001315
AT4G00830,0.117259117,1.084672205,6.718411302,4.699881387,0.030164699,0.119891948
AT5G25110,0.117315692,1.084714742,2.560278933,0.458172734,0.498479189,0.720904072
AT2G37400,0.117383488,1.084765716,4.258360095,1.335802679,0.247775533,0.483767325
AT5G40950,0.117450484,1.084816091,4.988586779,1.442034661,0.229810372,0.461049139
AT3G01610,0.117450756,1.084816296,5.13528549,2.22010674,0.136223641,0.334709684
AT5G14220,0.117465044,1.08482704,4.636374696,1.213083128,0.270722375,0.508465149
AT5G15150,0.117499765,1.084853149,4.603107656,1.130639068,0.287639066,0.525463069
AT1G06190,0.117506315,1.084858074,4.578897522,1.614732705,0.203827804,0.429594735
AT1G07630,0.11754849,1.084889788,5.457438164,1.933509568,0.164374991,0.375167921
AT3G16260,0.117553691,1.0848937,4.866005622,1.50074408,0.220556908,0.450432172
AT5G55140,0.117614488,1.084939419,5.061809487,1.305542183,0.253203356,0.488635241
AT2G38185,0.117621933,1.084945018,2.613550894,0.442745605,0.505800237,0.726492341
AT5G49780,0.117642836,1.084960738,4.59683703,0.538791249,0.462934104,0.692497929
AT2G42190,0.117653343,1.08496864,4.206136051,0.979029054,0.322438635,0.562668851
AT5G23890,0.11768,1.084988687,7.013598503,3.383854184,0.065837926,0.20753921
AT4G26960,0.117690677,1.084996717,2.556706195,0.406753396,0.52362197,0.739344025
AT5G22040,0.117696781,1.085001307,4.212681592,1.102526749,0.293712256,0.532262037
AT3G58700,0.117770297,1.085056597,6.135811533,1.629541564,0.201766468,0.427320411
AT3G51010,0.117807363,1.085084475,5.508851674,2.290723336,0.130149256,0.32483748
AT1G68590,0.117858718,1.085123102,2.597750895,0.278117623,0.597937656,0.789049018
AT1G74510,0.11790773,1.085159966,5.838496893,3.115616,0.077545152,0.233008047
AT2G29710,0.11804699,1.085264719,2.528552168,0.294836529,0.587137709,0.782224874
AT5G22100,0.11806598,1.085279005,4.218357938,1.412915801,0.234572956,0.466627634
AT4G31400,0.118076248,1.085286729,2.203416051,0.304526422,0.581058578,0.77839331
AT2G40150,0.118110369,1.085312397,4.763239908,1.932318245,0.16450504,0.375383939
AT1G31860,0.118230971,1.085403128,5.296644559,1.534598706,0.215423571,0.443898011
AT1G27690,0.118245327,1.085413928,3.773084206,0.862850988,0.352942091,0.59413502
AT5G10860,0.118252009,1.085418956,8.135097306,2.971650815,0.084735345,0.246132626
AT2G32580,0.118255357,1.085421474,5.418641594,2.292388718,0.130009698,0.32457012
AT3G06340,0.118326182,1.085474761,4.885921525,2.056213053,0.151586487,0.357646091
AT2G22660,0.118388869,1.085521927,8.126473312,3.967717911,0.04638059,0.162950908
AT4G36960,0.118397329,1.085528294,5.314009849,2.161661892,0.141491587,0.342924748
AT5G58530,0.118424142,1.085548469,4.133613113,0.980866793,0.321984903,0.562461756
AT1G02560,0.118434138,1.08555599,6.166012584,3.759130743,0.052519875,0.177840769
AT1G10630,0.118442229,1.085562078,6.730758162,3.407994475,0.064881255,0.205383018
AT1G14640,0.118549623,1.08564289,3.742370677,0.659121171,0.416870375,0.653071631
AT2G27720,0.118574246,1.085661419,7.95919457,1.871930347,0.171254158,0.384898721
AT1G62800,0.118654447,1.085721774,5.957372553,2.578239889,0.108342073,0.289626177
AT1G32370,0.118667601,1.085731673,4.091741872,0.712607437,0.398579563,0.636836264
AT2G23093,0.1187021,1.085757636,2.956191282,0.476327061,0.490090734,0.715159383
AT3G13800,0.118737993,1.08578465,4.199066795,1.449135084,0.228666786,0.459768886
AT5G52820,0.118745828,1.085790547,6.008083481,3.522664046,0.060535072,0.196055649
AT2G38730,0.118767539,1.085806887,3.785459755,1.018395821,0.312899827,0.552767597
AT4G07825,0.118824049,1.085849418,6.354575691,1.070241416,0.300890922,0.539979385
AT1G35430,0.118880455,1.085891873,3.008229199,0.70705381,0.400423614,0.638457284
AT1G01780,0.118882628,1.085893509,4.949745531,1.401687245,0.236441275,0.469044007
AT1G49560,0.118905409,1.085910656,3.51947516,0.970862393,0.324465195,0.564885092
AT2G28140,0.118914326,1.085917368,2.907922236,0.292697471,0.588497091,0.783180531
AT5G48970,0.119033604,1.086007152,4.280071431,1.63064253,0.201614201,0.427133536
AT1G63020,0.119057498,1.086025138,3.925914777,1.06585957,0.301882547,0.540787349
AT4G37920,0.119095476,1.086053728,3.51247822,0.767436726,0.381011192,0.621135682
AT3G06300,0.119125226,1.086076123,6.305150807,1.509768846,0.219174362,0.448635882
AT1G73230,0.119143952,1.086090221,7.996732754,3.070413859,0.079729172,0.237325627
AT4G16280,0.119172451,1.086111676,5.672061637,2.164980138,0.141186447,0.34243403
AT4G31310,0.119219774,1.086147302,4.419450715,1.058718114,0.303507736,0.542836429
AT2G26680,0.119231549,1.086156168,4.735215446,1.811863804,0.178284811,0.394148877
AT5G15210,0.119278742,1.086191698,2.587863039,0.39682602,0.528733001,0.742639427
AT2G22330,0.119299744,1.08620751,7.58427577,0.819930683,0.365200433,0.606331134
AT1G49050,0.119302501,1.086209586,5.875293751,2.12639346,0.144781057,0.348101808
AT5G06660,0.119312751,1.086217303,4.942567935,1.342364586,0.246617399,0.482293305
AT2G02000,0.119316517,1.086220139,0.940321864,0.070096279,0.79119665,0.902292418
AT1G61960,0.119360442,1.086253211,2.395828923,0.404410322,0.524820327,0.740252635
AT3G04080,0.119402326,1.086284747,6.001236388,2.692716565,0.100807816,0.276086768
AT1G62390,0.119442401,1.086314922,7.01761045,3.51401336,0.060851879,0.196763257
AT1G15250,0.119506385,1.086363102,3.926143499,1.192069274,0.274912556,0.511962598
AT5G47990,0.119517178,1.086371229,4.705352575,0.280580981,0.596320674,0.78816256
AT2G27800,0.119519856,1.086373246,1.78129225,0.275818081,0.599455388,0.789853912
AT3G54850,0.11955101,1.086396705,5.210022616,1.727306682,0.188755225,0.409204806
AT2G46330,0.119583143,1.086420903,6.935751006,2.007170784,0.156557042,0.364467481
AT5G04430,0.119585467,1.086422653,7.721878273,4.019182095,0.044985525,0.159562269
AT1G34360,0.119633616,1.086458913,4.684037101,1.857398067,0.172925401,0.387182953
AT3G47860,0.119746968,1.086544279,2.251005604,0.346444845,0.556132549,0.762260355
AT5G14500,0.119755058,1.086550371,5.047881452,1.597355041,0.206278443,0.433171696
AT1G01030,0.119764865,1.086557758,1.004925406,0.132147188,0.716216067,0.86077118
AT2G43710,0.119840215,1.086614509,6.614343995,3.197103371,0.073768818,0.225075734
AT4G27340,0.119845052,1.086618151,2.762515297,0.464217947,0.495659279,0.719246864
AT4G35590,0.11993957,1.086689344,0.912334074,0.118479367,0.730689626,0.869407266
AT2G46100,0.119962659,1.086706735,4.332300844,0.903154188,0.341937363,0.582618179
AT5G51880,0.120065039,1.086783855,4.740510583,1.552661777,0.21274292,0.440817076
AT2G44430,0.120075164,1.086791483,5.4157117,2.937573962,0.086540622,0.249815902
AT1G10750,0.120084795,1.086798738,3.368243716,0.768899487,0.38055772,0.620966266
AT1G55540,0.120146295,1.086845068,5.777967386,2.674503699,0.101967109,0.278157824
AT1G19400,0.120155984,1.086852367,4.747638719,0.923466143,0.336566519,0.577559071
AT1G50560,0.120181839,1.086871845,4.864394371,1.018425963,0.312892666,0.552767597
AT3G22410,0.120345604,1.086995226,2.119255133,0.221406162,0.637970576,0.814779211
AT5G01390,0.120350773,1.086999121,4.159415694,1.308750464,0.252621015,0.488072537
AT2G17410,0.120449411,1.087073442,6.133118378,3.220291335,0.072730684,0.222908848
AT1G47550,0.120472656,1.087090957,6.482945966,2.824193096,0.092853547,0.261421665
AT2G24330,0.120481831,1.087097871,4.396143524,1.51741838,0.218010588,0.447267927
AT4G10510,0.120489421,1.08710359,3.995310812,0.488224135,0.484720548,0.71061534
AT3G47680,0.120499918,1.087111499,5.607929677,1.045005233,0.306660238,0.545833516
AT1G72175,0.120546582,1.087146663,3.8561816,1.409538386,0.235133039,0.467495043
AT2G36490,0.120590101,1.087179457,5.692062049,1.955425702,0.162003377,0.371962063
AT2G41350,0.120671586,1.087240864,4.290704084,1.454789665,0.227760963,0.458546517
AT1G12580,0.120687711,1.087253016,5.934300551,2.545943686,0.110577825,0.293680614
AT1G07615,0.120728994,1.087284128,4.05674978,0.837455198,0.360125601,0.601371289
AT4G27240,0.12074008,1.087292483,2.350518665,0.327291763,0.567258165,0.769660592
AT1G16870,0.120771037,1.087315814,5.646554245,2.00956366,0.156310269,0.364116954
AT5G56000,0.120823011,1.087354987,5.833075751,1.568650545,0.210403096,0.438374466
AT5G19980,0.12084714,1.087373173,5.518421316,1.309494024,0.252486285,0.488072537
AT3G15040,0.120904605,1.087416485,4.314998269,1.405018881,0.235885051,0.468446128
